,Te,Hm0,weights,Tp,J
0,7.974491297618696,1.2539695860020375,0.05886124580653463,9.294278901653492,6031.115427233068
1,10.79453302186441,2.6414034469857426,0.03521606218803187,12.581040818023789,37004.325097576424
2,6.901978594273449,1.9531216543907912,0.05200095798403432,8.044264095889801,12516.214518733921
3,12.66762764506827,7.310116435425513,0.00506999304134946,14.764134784461854,367451.94558109366
4,12.893701222644763,2.262294477484095,0.016045936894736042,15.027623802616274,36455.136139003094
5,10.557620939325757,4.754296605622727,0.017311356620466345,12.30491950970368,116784.36178931354
6,8.766663943128838,2.73937982438113,0.04364638972455223,10.217557043273704,31825.667988697423
7,6.53740270831686,1.3055783411566657,0.05074593316072677,7.619350475893777,5272.441394386226
8,9.666290858496115,1.340694087456887,0.03707009242331086,11.266073261650485,8443.64982080737
9,12.787307070448522,3.9203973577543567,0.016464374526706786,14.903621294229048,107680.98651108926
10,11.605879274797648,1.8210155555767638,0.022322848153721837,13.52666582144248,19446.169168239652
11,7.584081846459788,1.8787353416133314,0.05462400212242149,8.839256231305114,12827.143860504848
12,10.175410691413894,6.133932424424177,0.008836092568956415,11.859453020295915,188189.68918703857
13,9.31935707393927,4.587432323814967,0.018817182816956667,10.861721531397752,95155.06836750833
14,7.228995507990213,1.2566906096446477,0.05769191323850427,8.425402689965283,5449.034308785218
15,5.646966933450414,1.3391066651568038,0.03211811510063545,6.581546542483,4750.825174993035
16,7.615979550190041,2.634620209981552,0.03649712691597074,8.876433042179535,25339.645267361964
17,9.460406027609398,3.381146758779285,0.03382351193072047,11.026114251293006,52508.67094062201
18,16.000440812915354,3.044223392703431,0.00429464920004312,18.64853241598526,87446.89573211693
19,10.55034307463129,1.5636343648164452,0.03026542177097602,12.296437149919917,12622.321615858824
20,11.817436231011273,2.9829231066038613,0.021717088244806053,13.77323570047934,53748.08982906377
21,12.10112174926391,5.305727115709343,0.014539688517578586,14.10387150263859,177305.22043219427
22,10.400034982693642,3.5882967612571264,0.03231245358261764,12.121252893582334,65405.27202789767
23,9.132539594795865,2.0115676174654173,0.04813020643130128,10.643985541720124,17913.12934373824
24,9.880295706786633,2.4629082845730914,0.05063441840994648,11.515496161755983,29157.316024586242
25,8.321803224944599,2.0030803613144172,0.054171203145458285,9.699071357744288,16104.920042215257
26,6.131352093023454,1.794448837319034,0.03542910867558095,7.146098010516846,9295.960215551484
27,11.430726526098171,3.9798910657304747,0.025330550582418253,13.322525088692508,90734.82138245075
28,14.263809369877091,2.781733273746191,0.009358726934992883,16.624486445078194,66183.17957100201
29,13.744160648067846,5.465225456257929,0.007517584283470983,16.01883525415833,240475.8375064763
30,8.735251181801084,1.270630004139555,0.047066226355940106,10.180945433334598,6821.344536640248
31,8.301748078970448,3.6767674099266174,0.02206953864653263,9.675697061737118,54122.886646054554
